author_id,title,category,genre,step1,step2,step3,final_content,prompt_id,custom_prompt,is_public,created_at
2,"1인 가구 증가, 사회의 변화는?",T,poem,"1인 가구 증가, 사회의 변화는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","1인 가구 증가, 사회의 변화는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,True,2025-02-14 08:27:27
2,"콘텐츠 산업, K-컬처의 미래는?",T,analysis,"콘텐츠 산업, K-컬처의 미래는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","콘텐츠 산업, K-컬처의 미래는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-05-17 01:57:45
2,"1인 가구 증가, 사회의 변화는?",T,essay,"1인 가구 증가, 사회의 변화는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","1인 가구 증가, 사회의 변화는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-03-22 06:06:23
2,"콘텐츠 산업, K-컬처의 미래는?",T,poem,"콘텐츠 산업, K-컬처의 미래는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","콘텐츠 산업, K-컬처의 미래는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-01-26 01:20:49
2,"2030의 정치 참여, 변화의 바람인가?",F,essay,"2030의 정치 참여, 변화의 바람인가?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","2030의 정치 참여, 변화의 바람인가?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-03-23 13:36:23
1,"청년 세대의 주거난, 해법은 있는가?",F,analysis,"청년 세대의 주거난, 해법은 있는가?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","청년 세대의 주거난, 해법은 있는가?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-05-16 12:43:00
3,자율주행차의 윤리 딜레마,F,essay,"자율주행차의 윤리 딜레마에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","자율주행차의 윤리 딜레마에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-06-03 12:13:31
1,"젠더 갈등, 해소를 위한 첫걸음은?",F,analysis,"젠더 갈등, 해소를 위한 첫걸음은?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","젠더 갈등, 해소를 위한 첫걸음은?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,True,2025-03-26 11:16:04
2,"젠더 갈등, 해소를 위한 첫걸음은?",T,essay,"젠더 갈등, 해소를 위한 첫걸음은?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","젠더 갈등, 해소를 위한 첫걸음은?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,True,2025-05-02 09:08:14
3,자율주행차의 윤리 딜레마,T,poem,"자율주행차의 윤리 딜레마에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","자율주행차의 윤리 딜레마에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,True,2025-04-10 09:16:53
2,"콘텐츠 산업, K-컬처의 미래는?",T,analysis,"콘텐츠 산업, K-컬처의 미래는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.","이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.","따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.","콘텐츠 산업, K-컬처의 미래는?에 대한 문제의식은 점점 더 커지고 있다. 많은 이들이 이 문제를 단순히 개인의 문제로 치부하지만, 이는 사회 구조적 원인을 내포하고 있다.

이 사안은 다양한 배경을 갖고 있다. 전문가들은 구조적 원인을 지적하며, 실질적인 대안을 모색할 필요가 있다고 말한다. 예를 들어 정책적 지원과 제도 개선이 병행되어야 한다.

따라서 이 문제는 더 이상 미룰 수 없는 사회적 과제다. 모두가 관심을 가지고 참여할 때, 비로소 실질적인 변화가 가능할 것이다.",,,False,2025-05-10 02:09:02
